,id,ID,cycexp,G2_year,YOB,famfriends,cycling_test,walk_test,downtown_test,downtown_tor,turn_num,MV,PED,CYC,direction,control_type,failure
301,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T13,2.666666667,2,1.333333333,Right,Signalized,No
302,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T14,NA,NA,NA,Right,Uncontrolled,NA
303,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T15,1.666666667,1.333333333,1,Right,Signalized,No
304,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T16,1.666666667,1,1,Left,Uncontrolled,No
305,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T17,1,1,1,Left,Signalized,No
306,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T18,2.333333333,1,1,Left,Signalized,No
307,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T1,1,1,1,Right,Signalized,Yes
308,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T2,1.666666667,2.333333333,1,Left,Signalized,No
309,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T3,1,1,1,Right,Signalized,No
310,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T4,1,1,1,Right,Signalized,Yes
311,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T5,1,1,1,Left,Uncontrolled,Yes
312,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T6,1,1,1,Left,Signalized,No
313,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T7,1,1,1,Left,Uncontrolled,Yes
314,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T8,1,1,1,Right,Uncontrolled,Yes
315,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T9,1,1,1,Right,Uncontrolled,No
316,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T10,1,1,1,Right,Signalized,Yes
317,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T11,2,1,1,Right,Signalized,Yes
318,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T12,1,1,1,Left,Uncontrolled,No
319,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T13,2,2,1.666666667,Right,Signalized,Yes
320,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T14,1,1,1,Right,Uncontrolled,No
321,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T15,1,1,1,Right,Signalized,Yes
322,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T16,1.333333333,1,1,Left,Uncontrolled,Yes
323,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T17,1,1,1,Left,Signalized,No
324,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T18,2,1,1,Left,Signalized,No
325,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T1,2,1,1.333333333,Right,Signalized,Yes
326,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T2,1.333333333,2,1,Left,Signalized,No
327,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T3,2,1,1,Right,Signalized,Yes
328,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T4,1,1,1,Right,Signalized,Yes
329,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T5,1.666666667,1,1,Left,Uncontrolled,Yes
330,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T6,1,1,1,Left,Signalized,No
331,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T7,1,1,1,Left,Uncontrolled,No
332,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T8,1.666666667,1.333333333,1,Right,Uncontrolled,Yes
333,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T9,1,1,1,Right,Uncontrolled,Yes
334,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T10,1,1,1,Right,Signalized,No
335,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T11,1,1,1,Right,Signalized,Yes
336,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T12,1,1,1,Left,Uncontrolled,No
337,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T13,1,1,1,Right,Signalized,Yes
338,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T14,1,1,1,Right,Uncontrolled,Yes
339,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T15,1,1,1,Right,Signalized,No
340,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T16,1,1,1,Left,Uncontrolled,No
341,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T17,1.333333333,1,1,Left,Signalized,No
342,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T18,1,1,1,Left,Signalized,No
343,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T1,1,1,1,Right,Signalized,No
344,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T2,2,1,1,Left,Signalized,No
345,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T3,1,1,1,Right,Signalized,Yes
346,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T4,2.333333333,2,1,Right,Signalized,Yes
347,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T5,1,1,1,Left,Uncontrolled,Yes
348,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T6,1,1,1,Left,Signalized,No
349,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T7,1,1,1,Left,Uncontrolled,No
350,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T8,1,1.333333333,1,Right,Uncontrolled,No
351,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T9,1,1,1,Right,Uncontrolled,No
352,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T10,1,1,1,Right,Signalized,No
353,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T11,2.333333333,2.333333333,1,Right,Signalized,No
354,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T12,1,1,1,Left,Uncontrolled,No
355,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T13,1,1,1,Right,Signalized,No
356,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T14,1,1,1,Right,Uncontrolled,No
357,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T15,2,1,1,Right,Signalized,Yes
358,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T16,2.333333333,1,1,Left,Uncontrolled,Yes
359,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T17,1,1,1,Left,Signalized,No
360,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T18,3,1,1,Left,Signalized,No
361,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T1,1,1,1,Right,Signalized,No
362,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T2,2,1,1,Left,Signalized,No
363,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T3,1,1,1,Right,Signalized,No
364,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T4,1,1,1,Right,Signalized,No
365,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T5,1,1,1,Left,Uncontrolled,No
366,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T6,1,2.333333333,1,Left,Signalized,No
367,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T7,1,1,1,Left,Uncontrolled,Yes
368,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T8,1.333333333,1,1.333333333,Right,Uncontrolled,No
369,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T9,1,1,1,Right,Uncontrolled,No
370,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T10,1.333333333,1,1,Right,Signalized,No
371,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T11,1,1,1,Right,Signalized,No
372,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T12,1,1,1,Left,Uncontrolled,No
373,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T13,2,1,1,Right,Signalized,No
374,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T14,1,1,1,Right,Uncontrolled,No
375,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T15,NA,NA,NA,Right,Signalized,NA
376,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T16,NA,NA,NA,Left,Uncontrolled,NA
377,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T17,NA,NA,NA,Left,Signalized,NA
378,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T18,NA,NA,NA,Left,Signalized,NA
379,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T1,1.333333333,1,1,Right,Signalized,No
380,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T2,3,2,1,Left,Signalized,No
381,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T3,1,1,1,Right,Signalized,No
382,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T4,2,2,1,Right,Signalized,No
383,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T5,1,1,1,Left,Uncontrolled,Yes
384,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T6,1,2,1,Left,Signalized,No
385,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T7,1.666666667,1.333333333,1,Left,Uncontrolled,No
386,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T8,1,1,1,Right,Uncontrolled,Yes
387,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T9,1,1,1,Right,Uncontrolled,No
388,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T10,1,1,1,Right,Signalized,No
389,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T11,1,1,1,Right,Signalized,No
390,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T12,1.333333333,1,1,Left,Uncontrolled,No
391,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T13,1.333333333,2,1,Right,Signalized,Yes
392,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T14,1.666666667,1.666666667,1,Right,Uncontrolled,No
393,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T15,1,1.666666667,1,Right,Signalized,Yes
394,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T16,2,1,1,Left,Uncontrolled,No
395,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T17,1,1,1,Left,Signalized,No
396,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T18,1,1,1,Left,Signalized,No
397,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T1,3,2,1,Right,Signalized,Yes
398,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T2,3,2,1,Left,Signalized,No
399,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T3,1,1,1,Right,Signalized,Yes
400,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T4,1,2,1,Right,Signalized,Yes
401,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T5,1,1,1,Left,Uncontrolled,No
402,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T6,1,1,1,Left,Signalized,No
403,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T7,1,1,1,Left,Uncontrolled,Yes
404,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T8,1.666666667,1,1,Right,Uncontrolled,Yes
405,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T9,1,1.666666667,1,Right,Uncontrolled,No
406,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T10,1,1,1,Right,Signalized,Yes
407,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T11,1,1,1,Right,Signalized,No
408,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T12,1.333333333,1,1,Left,Uncontrolled,No
409,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T13,1,1,1,Right,Signalized,No
410,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T14,1,1.333333333,1,Right,Uncontrolled,Yes
411,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T15,2.333333333,1,1,Right,Signalized,Yes
412,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T16,1,1,1,Left,Uncontrolled,No
413,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T17,1,1.333333333,1,Left,Signalized,No
414,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T18,1,1,1,Left,Signalized,No
415,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T1,1.666666667,1,1,Right,Signalized,Yes
416,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T2,1,1,1,Left,Signalized,No
417,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T3,1,1,1,Right,Signalized,No
418,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T4,1,1,1,Right,Signalized,No
419,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T5,2.666666667,1,1,Left,Uncontrolled,Yes
420,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T6,1,1,1,Left,Signalized,No
421,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T7,1,1,1,Left,Uncontrolled,No
422,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T8,1.666666667,1,1,Right,Uncontrolled,Yes
423,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T9,1,1,1,Right,Uncontrolled,No
424,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T10,1,1,1,Right,Signalized,No
425,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T11,2,2,1,Right,Signalized,Yes
426,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T12,1,1,1,Left,Uncontrolled,No
427,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T13,1,1,1,Right,Signalized,Yes
428,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T14,1,1,1,Right,Uncontrolled,No
429,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T15,1,1.666666667,1,Right,Signalized,Yes
430,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T16,2,1,1.333333333,Left,Uncontrolled,No
431,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T17,1,1,1,Left,Signalized,No
432,24,2026,A few days a month,2006,1981,Yes,A few times a year or less,A few times a year or less,A few days a week,Every day or almost every day,T18,1,1,1,Left,Signalized,No
433,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T1,1,1,1,Right,Signalized,Yes
434,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T2,2,2,1,Left,Signalized,No
435,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T3,1,1,1,Right,Signalized,Yes
436,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T4,2,2.333333333,1,Right,Signalized,Yes
437,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T5,1,1,1,Left,Uncontrolled,No
438,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T6,1,2.333333333,1,Left,Signalized,No
439,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T7,1,1,1,Left,Uncontrolled,No
440,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T8,1,1,1,Right,Uncontrolled,Yes
441,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T9,1,1,1,Right,Uncontrolled,Yes
442,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T10,2,1,1,Right,Signalized,Yes
443,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T11,1.333333333,1,1,Right,Signalized,Yes
444,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T12,1.666666667,1,1,Left,Uncontrolled,No
445,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T13,1.666666667,1,1.333333333,Right,Signalized,Yes
446,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T14,1,1,1,Right,Uncontrolled,No
447,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T15,1.333333333,1,1,Right,Signalized,Yes
448,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T16,1,1,1,Left,Uncontrolled,No
449,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T17,1,1,1,Left,Signalized,No
450,25,2027,Never,1995,1979,No,Never,A few times a year or less,A few days a week,A few days a week,T18,2,1,1,Left,Signalized,No
451,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T1,2,2,1,Right,Signalized,No
452,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T2,2.666666667,2.333333333,1.666666667,Left,Signalized,No
453,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T3,1,1.666666667,1,Right,Signalized,No
454,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T4,2,2.333333333,1,Right,Signalized,No
455,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T5,2.333333333,1,1,Left,Uncontrolled,No
456,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T6,1,1,1,Left,Signalized,No
457,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T7,1.333333333,1,1,Left,Uncontrolled,No
458,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T8,2.333333333,1,1,Right,Uncontrolled,Yes
459,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T9,1,1,1,Right,Uncontrolled,No
460,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T10,NA,NA,NA,Right,Signalized,NA
461,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T11,NA,NA,NA,Right,Signalized,NA
462,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T12,NA,NA,NA,Left,Uncontrolled,NA
463,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T13,NA,NA,NA,Right,Signalized,NA
464,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T14,NA,NA,NA,Right,Uncontrolled,NA
465,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T15,NA,NA,NA,Right,Signalized,NA
466,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T16,NA,NA,NA,Left,Uncontrolled,NA
467,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T17,NA,NA,NA,Left,Signalized,NA
468,26,2028,Never,1998,1966,No,Never,A few days a week,A few days a month,A few days a month,T18,NA,NA,NA,Left,Signalized,NA